PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.185 uM,Total_Fluorescence-Activity at 0.370 uM,Total_Fluorescence-Activity at 0.739 uM,Total_Fluorescence-Activity at 1.479 uM,Total_Fluorescence-Activity at 2.959 uM,Total_Fluorescence-Activity at 5.916 uM,Total_Fluorescence-Activity at 11.83 uM,Total_Fluorescence-Activity at 23.66 uM,Total_Fluorescence-Activity at 47.32 uM,Total_Fluorescence-Activity at 94.62 uM,Total_Fluorescence-Activity at 143.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.185 uM,FP-Activity at 0.370 uM,FP-Activity at 0.739 uM,FP-Activity at 1.479 uM,FP-Activity at 2.959 uM,FP-Activity at 5.916 uM,FP-Activity at 11.83 uM,FP-Activity at 23.66 uM,FP-Activity at 47.32 uM,FP-Activity at 94.62 uM,FP-Activity at 143.8 uM,FP-Activity at 287.5 uM,Compound QC
131,26748424,23306,CC1=C2C=C(C(=CC2=CC3=[N+]1C=CC4=CC(=C(C=C43)OC)OC)OC)OC.[Cl-],Inconclusive,21,,,Inhibitor,56.3677,49.3396,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-3.3183,,,,,,,,,,-8.7593,-7.9779,-6.9478,-4.0833,-2.4004,-2.2597,-1.346,-0.9117,0.1599,-3.0204,-2.9518,-3.3183,,,Partial curve; partial efficacy,-4.249,2.4729,0.8494,-45.3396,4,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-38.2309,,,,,,,,,,-5.2474,-6.5967,9.7451,11.3943,7.7961,5.8471,9.4453,-0.7496,3.7481,-4.048,-21.2894,-38.2309,,,QC'd by Microsource
132,49649314,6625106,CCOC1=CC=C(C=C1)CCNC(=O)C(C)N2C(=O)CC(SC3=CC=CC=C32)(C)C,Inconclusive,10,,,Fluorescent,28.2508,53.9348,,Partial curve; partial efficacy,-4.549,1.3723,0.9832,48.461,-5.4738,2.2,0 0 0 0 0 0 0 0 0 0 0 0,44.2518,,,,,,,,,,-9.9782,-6.6331,-4.4009,-6.3587,-4.2024,-1.6787,0.0355,2.6773,9.444,18.829,33.2037,44.2518,,,Partial curve; partial efficacy,-4.949,0.5,0.9081,50.7727,-16.7273,2.2,0 0 0 0 0 0 0 0 0 0 0 0,39.697,,,,,,,,,,-17.1212,-13.6364,0.303,-10.9091,5.4545,5,7.8788,8.7879,11.0606,24.0909,32.4242,39.697,,,QC'd by Chem Div
133,24835831,16196756,COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)N3CC4=CC=CC=C4C3=N)N5CCOCC5.Br,Active,81,,,Inhibitor,50.1187,107.97,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,8.2311,,,,,,,,,,1.1487,1.3099,0.7187,-2.2488,-0.1569,0.3006,0.9397,1.4589,1.5954,3.3001,3.5953,8.2311,,,Complete curve; high efficacy,-4.3,1.8579,0.9784,-109.765,-1.7948,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-114.339,,,,,,,,,,,,-0.4944,5.3152,-8.2818,0.7417,-7.7874,-8.0346,-3.2138,-7.7874,-48.8257,-71.4462,-92.707,-114.339,QC'd by Enamine
134,24805815,830963,CCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C(=O)C4=CC=CO4,Active,80,,,Inhibitor,35.4813,136.275,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-9.0505,,,,,,,,,,,,-7.29,-4.7629,-3.3965,-2.032,-2.7076,-1.3944,-5.0533,-9.0705,-14.0415,-14.3832,-11.6987,-9.0505,Complete curve; high efficacy,-4.45,1.2876,0.9918,-130.915,5.3599,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-120.548,,,,,,,,,,,,13.4496,2.9888,-3.1133,5.7285,1.3699,-4.2341,-17.4346,-27.5218,-67.6214,-92.1544,-112.827,-120.548,QC'd by Asinex Ltd.
135,24785720,3934046,CC(C(=O)NC1=NC(=CS1)C2=CC=CC=C2)SC3=NN=C(S3)NC4=CC=CC=C4,Inconclusive,10,,,Fluorescent,70.9627,46.0398,,Partial curve; partial efficacy,-4.149,4.095,0.9536,42.3883,-3.6516,2.2,0 0 0 0 0 0 0 0 0 0 0 0,36.9254,,,,,,,,,,-7.3103,-8.259,-5.3234,-3.2687,-0.7865,-0.9781,-0.0708,-1.7301,-1.8841,-4.5145,10.4331,36.9254,,,Partial curve; high efficacy,-4.2,2.4064,0.9191,-98.5911,3.936,-2.1,0 0 0 0 0 0 0 0 0 0 0 1,18.4729,,,,,,,,,,,,7.266,8.3744,-3.9409,-1.601,3.4483,-3.202,6.6502,-4.3103,3.4483,-68.7192,-82.266,18.4729,QC'd by Enamine
136,22402729,15944921,CC1=CC(=CC=C1)NC2=NN=C(S2)SCC(=O)NC(=O)NC3=CC4=C(C=C3)OCCO4,Inconclusive,10,,,Fluorescent,63.2456,62.6088,,Partial curve; partial efficacy,-4.199,2.7202,0.9891,64.7648,2.156,2.2,0 0 0 0 0 0 0 0 0 0 0 0,54.8748,,,,,,,,,,3.0343,1.7337,-1.8127,2.7479,2.6443,4.1192,4.9043,1.4166,1.7996,8.6242,28.8212,54.8748,,,Partial curve; partial efficacy,-4.499,3.132,0.8412,-49.925,-1.4918,-2.2,0 0 0 0 0 0 0 0 0 0 0 1,17.6912,,,,,,,,,,-2.5487,5.0975,-5.5472,-0.8996,-3.8981,9.4453,-13.0435,-3.7481,-3.8981,-19.0405,-55.4723,17.6912,,,QC'd by Enamine
137,24786677,1371583,C1CSC(=N1)NC(=O)CN2C(=O)/C(=C/C3=CC(=CC=C3)Br)/SC2=S,Active,82,,,Inhibitor,17.825,120.81,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,18.1619,,,,,,,,,,6.1953,4.1486,1.1989,4.2815,3.8656,4.7232,-0.7357,-0.0508,-2.0478,-9.9356,8.2923,18.1619,,,Complete curve; high efficacy,-4.749,4.9549,0.9859,-120.81,0,-1.1,0 0 0 0 0 0 0 0 0 0 0 1,-53.2234,,,,,,,,,,2.9985,-2.9985,-7.1964,5.8471,0.8996,-5.0975,-1.949,0.5997,-22.7886,-118.441,-114.543,-53.2234,,,QC'd by ChemBridge
138,49668295,4462544,CCN(CC)S(=O)(=O)C1=CC2=C(C=C1)OC(=C2C)C(=O)N3CCN(CC3)C(=O)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-4.9163,,,,,,,,,,,,1.717,-0.1929,-0.8244,1.1383,-1.1655,0.6072,0.0457,2.2512,2.8634,6.3344,7.2435,-4.9163,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-20.797,,,,,,,,,,,,-4.9813,-5.1059,-1.4944,0.9963,-5.4795,-1.7435,-4.8568,0.7472,-2.1171,1.9925,-7.8456,-20.797,QC'd by Chem Div
139,50112911,3387354,C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O,Inconclusive,22,,,Inhibitor,7.0963,62.9175,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,24.2185,,,,,,,,,,-1.8304,-4.3769,-3.4552,-1.0661,0.9382,0.2167,-0.0689,1.6072,16.0813,12.1119,22.412,24.2185,,,Complete curve; partial efficacy,-5.149,3.132,0.9311,-64.6837,-1.7661,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-44.5277,,,,,,,,,,-3.4483,1.949,-5.5472,-1.7991,-2.2489,-0.2999,-11.994,-29.2354,-61.4693,-75.7121,-72.4138,-44.5277,,,QC'd by null
140,26665244,330267,CCN(CC)CC1=CC2=C(C=C1OC)C3=CN=C4C=C(C=CC4=C3N2)Cl,Active,41,,,Inhibitor,56.3677,117.015,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,2.8129,,,,,,,,,,-10.8602,-9.835,-8.4644,-6.2949,-6.7166,-5.1908,-3.8301,-2.0898,1.6504,3.768,-2.3872,2.8129,,,Partial curve; high efficacy,-4.249,3.5117,0.9761,-110.897,6.1184,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-100.45,,,,,,,,,,-1.7991,9.2954,10.4948,3.8981,10.3448,7.1964,7.7961,-4.6477,10.7946,1.6492,-58.6207,-100.45,,,QC'd by NCI Chemotherapeutic Agents Repository
141,24810113,54679255,CCCCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=NC(=CS3)CC(=O)OCC)O,Inactive,0,,,Activator,100,36.0899,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,4.7374,,,,,,,,,,1.1225,0.8138,1.7496,1.1914,1.3749,2.5083,1.1675,1.0744,2.7858,-7.0726,-10.1845,4.7374,,,Complete curve; partial efficacy; poor fit,-4,4.9549,0.9003,30.4138,-5.6761,1.4,0 0 0 0 0 0 0 0 0 1 0 0,30.665,,,,,,,,,,,,-9.8522,-5.9113,1.4778,-7.7586,-5.1724,-6.1576,-1.9704,-0.6158,-15.0246,-41.3793,25,30.665,QC'd by Asinex Ltd.
142,49666625,3731631,CCCCCC1CCC(CC1)C(=O)NCCN2CCOCC2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,27.1571,,,,,,,,,,2.0239,0.6218,0.0385,0.1311,-0.8986,2.578,1.4744,1.5389,3.3243,7.8461,13.0541,27.1571,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0,17.5412,,,,,,,,,,2.5487,-1.3493,0.2999,6.4468,2.8486,4.9475,6.8966,-2.2489,6.1469,5.8471,5.8471,17.5412,,,QC'd by Key Organics Ltd.
143,24792689,135433271,C1=CC=C(C=C1)N2C(=O)C=C(N=C2SCC(=O)C3=CC=C(C=C3)Br)O,Inconclusive,10,,,Quencher,100,37.5473,,Partial curve; partial efficacy,-4,1.9673,0.9883,-39.4755,-1.9282,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-35.5875,,,,,,,,,,,,-0.4084,-1.3693,-3.9906,-3.9705,-0.3569,-1.5451,-3.2503,-2.5776,-7.5694,-14.2219,-27.2993,-35.5875,Partial curve; high efficacy,-4.149,4.9549,0.968,-127.65,-1.2354,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-117.541,,,,,,,,,,-12.2939,-4.4978,1.0495,-2.099,3.4483,4.4978,-6.4468,5.3973,5.997,-12.2939,-32.084,-117.541,,,QC'd by ChemBridge
144,14741935,2022059,CC(C)SC1=NC(=C2C3=C(COC(C3)(C)C)SC2=N1)N4CCOCC4,Inconclusive,10,,,Fluorescent,31.6979,36.3227,,Partial curve; partial efficacy,-4.499,1.8851,0.9817,39.3227,3,2.2,0 0 0 0 0 0 0 0 0 0 0 0,36.6937,,,,,,,,,,2.9445,1.1606,1.9212,3.0209,3.7772,2.614,4.4612,6.1835,11.5716,15.4108,31.5808,36.6937,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,24.8485,,,,,,,,,,-2.5758,-1.5152,-0.6061,-5.1515,-1.2121,2.1212,-1.3636,-2.1212,12.4242,16.6667,13.7879,24.8485,,,QC'd by DPISMR
145,49735306,17252944,C1OC2=C(O1)C=C(C=C2)C3=CC(=NO3)C(=O)NC4=C(C=CC(=C4)Br)O,Inconclusive,20,,,Inhibitor,35.4813,54.8823,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,-13.4286,,,,,,,,,,,,-0.9579,-1.7332,-2.6994,0.4602,3.1788,0.849,-1.4093,0.3982,-14.6421,-26.1442,-12.0056,-13.4286,Partial curve; partial efficacy,-4.45,4.4495,0.9401,-56.9471,-2.0648,-2.2,0 0 0 0 0 0 0 0 0 0 1 1,16.9365,,,,,,,,,,,,-1.9925,0.6227,-0.7472,-8.8418,1.3699,-9.589,5.604,-4.2341,-29.6389,-55.0436,-0.9963,16.9365,QC'd by Chem Div
146,17386245,1792598,C=CCN(CC=C)S(=O)(=O)C1=CC=C(C=C1)NC(=S)NC(=O)/C=C/C2=CC=CC3=CC=CC=C32,Inconclusive,20,,,Inhibitor,20,54.8227,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,23.3573,,,,,,,,,,0.1255,0.4405,0.1973,0.1781,0.529,1.227,2.0624,1.702,0.8961,2.7483,15.7429,23.3573,,,Complete curve; partial efficacy; poor fit,-4.699,4.9549,0.8869,-51.5727,3.25,-1.4,0 0 0 0 0 0 0 0 0 0 0 1,-14.5455,,,,,,,,,,10.303,-3.9394,3.9394,-0.9091,-6.9697,6.2121,4.3939,5.4545,4.697,-54.697,-43.4848,-14.5455,,,QC'd by DPISMR
147,49667032,3468055,CC(C1=CC=CC=C1)C2=NN=C(S2)NC(=O)NC3=CC=CC=C3F,Inconclusive,20,,,Inhibitor,100,66.7235,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,19.7725,,,,,,,,,,,,-7.7686,-7.8692,-6.3503,-4.1423,-2.4731,-2.173,-0.1193,-0.5144,-1.5901,-1.8338,4.2149,19.7725,Single point of activity,-4,4.045,0.9291,-62.924,3.7995,-3,0 0 0 0 0 0 0 0 0 0 0 1,36.9863,,,,,,,,,,,,-1.4944,13.5741,-0.2491,5.2304,5.7285,3.9851,7.0984,0.4981,-3.2379,-9.0909,-50.4359,36.9863,QC'd by InterBioScreen
148,7967333,5308762,CC(C)CC1=CC(=NO1)C(=O)NCCCN2CCOCC2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,16.4261,,,,,,,,,,-0.3787,1.4035,1.0338,1.1483,2.3811,1.7407,2.9788,2.2833,2.4565,3.6189,7.9201,16.4261,,,,,,,,,4,0 0 0 0 1 0 0 0 1 0 0 0,4.9475,,,,,,,,,,-6.7466,-5.0975,-0.5997,7.7961,-4.048,6.5967,8.6957,1.4993,-5.2474,-2.2489,11.6942,4.9475,,,QC'd by Chem Div
149,22414727,15945806,C1CCN(CC1)CCOC2=CC=CC3=C2SC4=CC=CC=C4CC3=O.O.Cl,Active,43,,,Inhibitor,125.892,88.5525,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,25.7453,,,,,,,,,,-8.6885,-8.952,-5.1347,-4.0277,-3.0778,-1.5592,0.2983,1.2125,3.1771,8.9726,17.3935,25.7453,,,Partial curve; partial efficacy,-3.9,1.6924,0.9596,-85.8171,2.7355,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-75.2781,,,,,,,,,,,,10.0124,2.5958,0.1236,2.9666,3.9555,-5.4388,5.5624,-1.9778,-12.6082,-20.5192,-40.0494,-75.2781,QC'd by Specs
150,861684,9614333,C[N+]1(CCCCC1)CCNC(=O)/C=N/O.[I-],Inactive,0,,,Inactive,,,,,,,,,,4,,3.6661,,,,,,,,,,1.033,-0.3067,1.0785,1.0858,3.0849,3.0948,3.1656,2.7901,3.3104,3.4333,1.2965,3.6661,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 1,-11.8441,,,,,,,,,,0.2999,-6.1469,-0.4498,-15.7421,0.2999,6.4468,1.949,-1.3493,-5.2474,-9.7451,-22.039,-11.8441,,,QC'd by DPISMR
151,26666340,590400,CN(C)C1=CC=C(C=C1)C2CC(=CC(=O)C2)NC3=CC=CC=C3N,Active,42,,,Inhibitor,63.2456,133.483,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-16.8952,,,,,,,,,,-11.4252,-9.3686,-7.6842,-6.3278,-4.4957,-3.6291,-3.8954,-3.2793,-3.9389,-5.2688,-10.0647,-16.8952,,,Partial curve; high efficacy,-4.199,2.3031,0.9841,-131.754,1.7294,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-106.597,,,,,,,,,,-4.6477,-1.7991,-2.6987,8.6957,0,6.1469,4.6477,1.949,1.0495,-20.9895,-54.1229,-106.597,,,QC'd by null
152,26748212,5702105,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O,Active,83,,,Inhibitor,7.0795,97.7464,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1,10.14,6.6171,6.6499,7.2653,28.5149,5.5476,6.8119,9.7715,,7.1067,5.3968,,5.8561,2.4428,,0.9049,-3.0314,,-1.9627,,0.9572,10.14,,,Complete curve; high efficacy,-5.15,1.1,0.9857,-94.6108,3.1356,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-87.1186,-3.5028,-2.4859,3.0508,9.4915,3.5028,0.339,4.5198,,10.1695,1.9209,,0.226,1.0169,,-14.1243,-31.4124,,-64.5198,,-79.322,-87.1186,,,QC'd by Microsource
153,49720403,24791138,COC1=CC=CC=C1C(=O)NC2=CC=NN2C3CCN(CC3)CC4CCC=CC4,Active,44,,,Inhibitor,125.892,126.609,,,,,,,,4,,-0.0338,,,,,,,,,,1.3385,-1.3765,-0.808,-0.1265,1.6192,-0.1328,0.8965,0.5856,0.9424,-1.2667,-2.591,-0.0338,,,Partial curve; high efficacy,-3.9,1.6924,0.9929,-127.713,-1.1038,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-106.428,,,,,,,,,,,,3.9555,-0.4944,-6.0569,1.1125,1.3597,-3.5847,-3.5847,-5.9333,-15.9456,-36.9592,-68.6032,-106.428,QC'd by ChemBridge
154,845185,6603052,CCC(C1=NN=NN1CC2=CC=C(C=C2)F)N3CCN(CC3)C4CCCCC4.Cl,Active,60,,,Inhibitor,35.4813,84.1133,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-2.0242,,,,,,,,,,1.1219,0.9651,1.4919,0.8914,0.8099,1.8134,2.5309,-1.0784,-0.7018,-5.1013,-7.9753,-2.0242,,,Complete curve; partial efficacy,-4.45,1.9282,0.9728,-84.0374,0.0759,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-74.6145,,,,,,,,,,-2.2539,4.3891,4.6263,-3.796,-1.0676,-2.847,4.6263,-6.0498,-18.0308,-25.86,-64.7687,-74.6145,,,QC'd by DPISMR
155,17406928,844731,CCN1C(=C(C=N1)C(=O)NC2=NOC(=C2)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-2.2365,,,,,,,,,,-0.3108,-0.7793,-1.0888,-2.1237,0.1421,0.4032,-1.4289,-1.1138,-4.5566,-5.6798,-4.1054,-2.2365,,,,,,,,,4,0 1 0 0 0 0 0 1 0 0 0 0,-7.1212,,,,,,,,,,12.1212,-11.3636,5.7576,0,-2.1212,-5.303,-0.6061,4.0909,-3.7879,-7.1212,-6.2121,-7.1212,,,QC'd by DPISMR
156,24799726,25079265,C[C@@H]1CN(C[C@@H](O1)C)C(=O)C2=C(N3C=C(C=CC3=N2)Cl)CNCC[C@@H]4C[C@H]5C[C@@H]4C=C5,Inconclusive,10,,,Fluorescent,28.2508,55.5408,,Partial curve; partial efficacy,-4.549,1.4163,0.9901,51.0134,-4.5274,2.2,0 0 0 0 0 0 0 0 0 0 0 0,47.635,,,,,,,,,,-7.3165,-6.1324,-4.6464,-3.4419,-4.1958,-0.9009,-0.4091,3.7167,10.801,21.7881,37.0529,47.635,,,Partial curve; partial efficacy,-4.599,0.9,0.8465,39.8216,-6.2901,2.2,0 0 0 0 0 0 0 0 0 0 0 0,30.7346,,,,,,,,,,-11.6942,-10.045,-2.5487,2.3988,-6.8966,5.5472,-5.997,11.5442,3.2984,17.2414,29.2354,30.7346,,,QC'd by ChemBridge
157,26754442,5702653,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CS2,Inactive,0,,,Activator,125.892,36.4471,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,9.7932,,,,,,,,,,,,0.4453,2.9369,2.9084,3.2218,3.844,1.2561,2.7269,4.8797,4.3979,7.1671,11.6037,9.7932,Single point of activity,-3.9,1.8617,0.8378,34.7123,-1.7347,3,0 0 0 0 0 0 0 0 0 0 0 0,34.2466,,,,,,,,,,,,-6.4757,-0.6227,2.6152,0.2491,-4.8568,-3.2379,-1.2453,2.9888,-0.4981,13.076,9.8381,34.2466,QC'd by Rare Chemicals GMBH
158,7973036,5310645,CC1=CC2=C(C=CC=C2N=N1)N,Active,48,,,Inhibitor,141.254,244.315,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,4.4254,,,,,,,,,,1.1468,0.03,-1.0649,-0.282,0.873,1.5576,0.5851,-0.5294,-0.0195,-1.8177,0.5528,4.4254,,,Partial curve; high efficacy,-3.85,3.132,0.9855,-249.222,-4.9064,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-244.335,,,,,,,,,,,,0.9852,-5.665,-3.6946,0.2463,-2.8325,-0.9852,-1.8473,0.3695,-19.335,-47.1675,-125.123,-244.335,QC'd by DPISMR
159,47199488,1511076,C1CN(CCN1C2=NC=CC=N2)C(=O)C3=CC(=C(C=C3Cl)F)F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,11.7588,,,,,,,,,,-4.7562,-6.3883,-5.0186,-3.486,1.4819,-0.8889,-1.4811,-0.6647,1.6212,1.974,2.6436,11.7588,,,,,,,,,4,1 0 0 0 0 1 0 0 0 0 0 0,13.943,,,,,,,,,,-9.1454,2.6987,-1.1994,-4.1979,-4.048,7.0465,9.1454,4.1979,-9.7451,0.1499,7.3463,13.943,,,QC'd by ChemBridge
160,842398,644666,CCCC(C1=NN=NN1CC2=CC=CO2)N3CCN(CC3)C4CCCC4,Active,43,,,Inhibitor,79.4328,137.244,,,,,,,,4,,-12.16,,,,,,,,,,,,-11.6487,-10.811,-10.0175,-7.6024,-5.2816,-3.1246,-4.386,-4.5877,-6.596,-11.0396,-15.1551,-12.16,Partial curve; high efficacy,-4.1,1.5095,0.9859,-130.694,6.5504,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-113.45,,,,,,,,,,,,2.1171,13.325,17.5592,1.2453,-0.3736,3.9851,-2.2416,-4.7323,-23.4122,-59.4022,-90.1619,-113.45,QC'd by DPISMR
161,26670592,135577542,C/C(=N\NC1=CC(=C(C=C1)Cl)C(=O)O)/C2=CC=CN2,Inconclusive,20,,,Inhibitor,251.189,59.8867,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,1.8784,,,,,,,,,,-9.2759,-6.7034,-4.1925,-3.3209,-2.0182,-2.0105,-0.964,-1.1892,-1.5779,-0.3516,0.7236,1.8784,,,Partial curve; partial efficacy; poor fit,-3.6,1.21,0.7446,-61.936,-2.0493,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-46.9212,,,,,,,,,,,,0.4926,2.2167,-5.2956,3.5714,-7.6355,-7.6355,-6.7734,-6.4039,-9.8522,-6.4039,-10.9606,-46.9212,QC'd by null
162,26748644,5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,Inconclusive,10,,,Quencher,44.7744,40.6264,,Partial curve; partial efficacy,-4.349,2.3332,0.9848,-40.1264,0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-34.9442,,,,,,,,,,-1.269,1.1686,-1.8689,0.127,0.3036,2.4499,0.2038,0.2303,-0.5838,-8.5606,-27.9577,-34.9442,,,Partial curve; high efficacy,-4.199,2.7868,0.9917,-109.025,3.6274,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-90.8546,,,,,,,,,,3.1484,-1.6492,5.6972,6.4468,0.5997,2.3988,3.7481,3.8981,6.5967,-9.7451,-45.7271,-90.8546,,,QC'd by Microsource
163,49677736,5057814,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C(C[N+](=O)[O-])C3=CC(=CC=C3)OC,Inconclusive,20,,,Inhibitor,125.892,48.9601,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-27.061,,,,,,,,,,,,-7.54,-7.1433,-4.5888,-3.8757,-4.2531,-2.5614,-4.3179,-1.2389,-6.5317,-1.6038,-4.5032,-27.061,Partial curve; partial efficacy; poor fit,-3.9,1.2221,0.7949,-49.1656,-0.2055,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-40.9714,,,,,,,,,,,,-8.8418,11.0834,6.7248,-4.8568,3.3624,-8.2192,-3.736,-9.34,-9.8381,-11.208,-23.7858,-40.9714,QC'd by Life Chemicals
164,49725463,823562,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-4.7052,,,,,,,,,,-7.4355,-7.7464,-5.2712,-4.9746,-2.0201,-2.1383,-1.275,-1.4295,-1.3181,-0.8322,-1.3623,-4.7052,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,-17.2414,,,,,,,,,,2.6987,0,1.3493,1.6492,1.6492,-1.949,8.2459,3.5982,5.3973,-5.8471,5.6972,-17.2414,,,QC'd by Asinex Ltd.
165,17410496,1093497,C1=COC(=C1)C(=O)NC2=CC=C(C=C2)NC(=O)CSC3=CC=C(C=C3)Cl,Inconclusive,10,,,Fluorescent,63.2456,43.0872,,Partial curve; partial efficacy,-4.199,4.9549,0.9814,44.099,1.0118,2.2,0 0 0 0 1 0 0 0 0 0 0 0,42.2906,,,,,,,,,,2.4653,0.8247,1.2898,2.3068,15.9312,2.064,1.8861,0.3986,0.2625,-3.099,17.1531,42.2906,,,Partial curve; partial efficacy; poor fit,-4.3,3.5117,0.8907,-42.1626,-6.899,-2.4,0 0 0 0 0 0 0 0 0 0 1 1,74.5074,,,,,,,,,,,,-2.8325,-4.6798,-4.803,-10.3448,-4.803,-13.7931,-6.8966,-6.4039,-16.2562,-39.0394,-3.202,74.5074,QC'd by DPISMR
